"SUID","% Associated Genes","% Common Gene","%Genes Cluster #","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","GOGroups","GOID","GOLevels","GOTerm","Group PValue","Group PValue Corrected with Bonferroni step down","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"24693",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000129946","KEGG:04926","SHC2","","SHC2","","","25759",,"","ASSOCIATED_GENE","false","25759",,,"[P98077]","25759"
"24694",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000097007","KEGG:05206","ABL1","","ABL1","","","25",,"","ASSOCIATED_GENE","false","25",,,"[A0A024R8E2, P00519, Q59FK4]","25"
"24695",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000185989","KEGG:04014","RASA3","","RASA3","","","22821",,"","ASSOCIATED_GENE","false","22821",,,"[Q14644]","22821"
"24696",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000157557","KEGG:04014","ETS2","","ETS2","","","2114",,"","ASSOCIATED_GENE","false","2114",,,"[P15036]","2114"
"24697",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000134954","KEGG:05211","ETS1","","ETS1","","","2113",,"","ASSOCIATED_GENE","false","2113",,,"[A8K725, B4DW78, P14921]","2113"
"24698",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000017797","KEGG:05200","RALBP1","","RALBP1","","","10928",,"","ASSOCIATED_GENE","false","10928",,,"[Q15311]","10928"
"24699",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000069966","KEGG:05200","GNB5","","GNB5","","","10681",,"","ASSOCIATED_GENE","false","10681",,,"[A0A024R5R9, A0A024R5V3, O14775]","10681"
"24700",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000130669","KEGG:05211","PAK4","","PAK4","","","10298",,"","ASSOCIATED_GENE","false","10298",,,"[A0A024R0J1, A0A024R0L8, O96013]","10298"
"24701","46.55172348022461",,,"[ABL1, ABL2, AFDN, AKT1, AKT2, AKT3, ANGPT1, ANGPT2, ANGPT4, ARF6, BAD, BCL2L1, BDNF, BRAP, BUB1B-PAK6, CALM1, CALM2, CALM3, CALML3, CALML4, CALML5, CALML6, CDC42, CHUK, CSF1, CSF1R, EFNA1, EFNA2, EFNA3, EFNA4, EFNA5, EGF, EGFR, ELK1, EPHA2, ETS1, ETS2, EXOC2, FASLG, FGF1, FGF10, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT3, FLT3LG, FLT4, FOXO4, GAB1, GAB2, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRB2, GRIN1, GRIN2A, GRIN2B, HGF, HRAS, HTR7, IGF1, IGF1R, IGF2, IKBKB, IKBKG, INS, INSR, JMJD7-PLA2G4B, KDR, KIT, KITLG, KRAS, KSR1, KSR2, LAT, MAP2K1, MAP2K2, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MET, MRAS, NF1, NFKB1, NGF, NGFR, NRAS, NTF3, NTF4, NTRK1, NTRK2, PAK1, PAK2, PAK3, PAK4, PAK5, PAK6, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PLA1A, PLA2G10, PLA2G12A, PLA2G12B, PLA2G16, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLCE1, PLCG1, PLCG2, PLD1, PLD2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PTPN11, RAB5A, RAB5B, RAB5C, RAC1, RAC2, RAC3, RAF1, RALA, RALB, RALBP1, RALGDS, RAP1A, RAP1B, RAPGEF5, RASA1, RASA2, RASA3, RASA4, RASA4B, RASAL1, RASAL2, RASAL3, RASGRF1, RASGRF2, RASGRP1, RASGRP2, RASGRP3, RASGRP4, RASSF1, RASSF5, REL, RELA, RGL1, RGL2, RHOA, RIN1, RRAS, RRAS2, SHC1, SHC2, SHC3, SHC4, SHOC2, SOS1, SOS2, STK4, SYNGAP1, TBK1, TEK, TGFA, TIAM1, VEGFA, VEGFB, VEGFC, VEGFD, ZAP70]","[ABL1, AKT3, ANGPT2, BAD, BCL2L1, BDNF, CALM1, CALML5, CHUK, CSF1, CSF1R, EFNA5, EGF, ETS1, ETS2, FGF1, FGF10, FGF2, FGF3, FGF4, FGF5, FGF6, FGF7, FGF9, FGFR1, FGFR2, FGFR3, FLT1, FLT4, GNB4, GNB5, GNG12, GNG13, GNG2, GNG4, GNGT1, GNGT2, GRB2, GRIN2A, GRIN2B, HRAS, HTR7, IGF1, IGF1R, IKBKB, INSR, KIT, KITLG, KRAS, KSR1, MAP2K2, MAPK10, MAPK8, NF1, NRAS, NTF3, NTRK2, PAK1, PAK2, PAK4, PAK6, PDGFD, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PLA2G12B, PLA2G1B, PLA2G4A, PLA2G5, PLA2G6, PLCE1, PLCG2, PLD1, PRKACB, PRKCA, PTPN11, RAC1, RAC2, RAF1, RALA, RALB, RALBP1, RAP1A, RAPGEF5, RASA1, RASA2, RASA3, RASAL2, RASGRF1, RASGRF2, RASGRP2, RASGRP3, RASSF5, REL, SHC2, SHC4, SHOC2, SOS1, SOS2, SYNGAP1, TEK, TGFA, TIAM1, VEGFC, ZAP70]","","","","","","","","[Group16]","KEGG:04014","[-1]","Ras signaling pathway","{Group16=4.403907918070545E-9}","{Group16=7.046252668912872E-8}","Ras%20signaling%20pathway","108","KEGG_04.09.2018","TRUE","false","Ras%20signaling%20pathway","4.0466669698683965E-6","0.0010440400782260463","","KEGG:04014"
"24702",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000109756","KEGG:04015","RAPGEF2","","RAPGEF2","","","9693",,"","ASSOCIATED_GENE","false","9693",,,"[Q9Y4G8]","9693"
"24703",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000071054","KEGG:04010","MAP4K4","","MAP4K4","","","9448",,"","ASSOCIATED_GENE","false","9448",,,"[B7Z3V5, O95819, V9HWH3]","9448"
"24704",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000162889","KEGG:04010","MAPKAPK2","","MAPKAPK2","","","9261",,"","ASSOCIATED_GENE","false","9261",,,"[P49137]","9261"
"24705",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000007402","KEGG:05414","CACNA2D2","","CACNA2D2","","","9254",,"","ASSOCIATED_GENE","false","9254",,,"[C9JE82, Q9NY47]","9254"
"24706",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000100784","KEGG:05206","RPS6KA5","","RPS6KA5","","","9252",,"","ASSOCIATED_GENE","false","9252",,,"[O75582]","9252"
"24707",,,,"","","","","0.Annotation definition not found in 'Homo Sapiens.properties' file","0.Annotation definition not found in 'Homo Sapiens.properties' file","","","ENSG00000142733","KEGG:04010","MAP3K6","","MAP3K6","","","9064",,"","ASSOCIATED_GENE","false","9064",,,"[O95382]","9064"
"24708",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000006062","KEGG:04010","MAP3K14","","MAP3K14","","","9020",,"","ASSOCIATED_GENE","false","9020",,,"[Q68D39, Q99558]","9020"
"24709",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000196557","KEGG:04713","CACNA1H","","CACNA1H","","","8912",,"","ASSOCIATED_GENE","false","8912",,,"[A0A1W2PQW2, B3KQH9, O95180]","8912"
"24710",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000100346","KEGG:04713","CACNA1I","","CACNA1I","","","8911",,"","ASSOCIATED_GENE","false","8911",,,"[Q9P0X4]","8911"
"24711",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000079277","KEGG:04010","MKNK1","","MKNK1","","","8569",,"","ASSOCIATED_GENE","false","8569",,,"[A8K341, Q7Z319, Q9BUB5]","8569"
"24712",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000110786","KEGG:04010","PTPN5","","PTPN5","","","84867",,"","ASSOCIATED_GENE","false","84867",,,"[B7Z2F8, P54829, Q86TL3]","84867"
"24713",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000170962","KEGG:04810","PDGFD","","PDGFD","","","80310",,"","ASSOCIATED_GENE","false","80310",,,"[Q9GZP0]","80310"
"24714",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000114738","KEGG:04010","MAPKAPK3","","MAPKAPK3","","","7867",,"","ASSOCIATED_GENE","false","7867",,,"[A0A024R2W7, Q16644]","7867"
"24715",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000108878","KEGG:05414","CACNG1","","CACNG1","","","786",,"","ASSOCIATED_GENE","false","786",,,"[Q06432]","786"
"24716",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000182389","KEGG:05414","CACNB4","","CACNB4","","","785",,"","ASSOCIATED_GENE","false","785",,,"[A0A1B0GTK1, A0A1B0GTP5, A0A1B0GTX8, H0Y476, O00305]","785"
"24717",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000167535","KEGG:05414","CACNB3","","CACNB3","","","784",,"","ASSOCIATED_GENE","false","784",,,"[P54284]","784"
"24718",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000153956","KEGG:05414","CACNA2D1","","CACNA2D1","","","781",,"","ASSOCIATED_GENE","false","781",,,"[E7ERK3, P54289, Q9UIU0]","781"
"24719",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000081248","KEGG:05414","CACNA1S","","CACNA1S","","","779",,"","ASSOCIATED_GENE","false","779",,,"[B1ALM3, Q13698]","779"
"24720",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000198216","KEGG:04010","CACNA1E","","CACNA1E","","","777",,"","ASSOCIATED_GENE","false","777",,,"[Q15878, Q59FG1]","777"
"24721",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000157388","KEGG:05414","CACNA1D","","CACNA1D","","","776",,"","ASSOCIATED_GENE","false","776",,,"[A0A1B0GUN6, Q01668, Q59GD8]","776"
"24722",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000151067","KEGG:05414","CACNA1C","","CACNA1C","","","775",,"","ASSOCIATED_GENE","false","775",,,"[A0A0A0MR67, A0A0A0MSA1, F5H522, Q13936, Q59GU3, Q5V9X9]","775"
"24723",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000148408","KEGG:05032","CACNA1B","","CACNA1B","","","774",,"","ASSOCIATED_GENE","false","774",,,"[Q00975]","774"
"24724",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000141837","KEGG:05032","CACNA1A","","CACNA1A","","","773",,"","ASSOCIATED_GENE","false","773",,,"[A0A087WW63, A0A1B0GVQ9, B5TYJ1, O00555, Q9NS89]","773"
"24725",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000150630","KEGG:05200","VEGFC","","VEGFC","","","7424",,"","ASSOCIATED_GENE","false","7424",,,"[P49767]","7424"
"24726",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000175104","KEGG:05200","TRAF6","","TRAF6","","","7189",,"","ASSOCIATED_GENE","false","7189",,,"[Q9Y4K3]","7189"
"24727",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000067182","KEGG:04010","TNFRSF1A","","TNFRSF1A","","","7132",,"","ASSOCIATED_GENE","false","7132",,,"[J9PH39, P19438]","7132"
"24728",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000204490","KEGG:05414","TNF","","TNF","","","7124",,"","ASSOCIATED_GENE","false","7124",,,"[P01375, Q5STB3]","7124"
"24729",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000163513","KEGG:05200","TGFBR2","","TGFBR2","","","7048",,"","ASSOCIATED_GENE","false","7048",,,"[A3QNQ0, D2JYI1, P37173]","7048"
"24730",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000092969","KEGG:05414","TGFB2","","TGFB2","","","7042",,"","ASSOCIATED_GENE","false","7042",,,"[P61812, Q59EG9]","7042"
"24731",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000163235","KEGG:05211","TGFA","","TGFA","","","7039",,"","ASSOCIATED_GENE","false","7039",,,"[E7EPT6, F8VNR3, P01135]","7039"
"24732",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000120156","KEGG:04151","TEK","","TEK","","","7010",,"","ASSOCIATED_GENE","false","7010",,,"[Q02763, Q59HG2]","7010"
"24733",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000135341","KEGG:04520","MAP3K7","","MAP3K7","","","6885",,"","ASSOCIATED_GENE","false","6885",,,"[O43318]","6885"
"24734",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000104375","KEGG:04392","STK3","","STK3","","","6788",,"","ASSOCIATED_GENE","false","6788",,,"[A0A087WZ06, Q13188]","6788"
"24735",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000157764","KEGG:05211","BRAF","","BRAF","","","673",,"","ASSOCIATED_GENE","false","673",,,"[A0A2R8Y8E0, P15056]","673"
"24736",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000100485","KEGG:05211","SOS2","","SOS2","","","6655",,"","ASSOCIATED_GENE","false","6655",,,"[Q07890]","6655"
"24737",,,,"","","Transcription Factor Complex","Transcription Factor Complex","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000115904","KEGG:05211","SOS1","","SOS1","","","6654",,"","ASSOCIATED_GENE","false","6654",,,"[G5E9C8, Q07889]","6654"
"24738",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000188130","KEGG:04926","MAPK12","","MAPK12","","","6300",,"","ASSOCIATED_GENE","false","6300",,,"[P53778, Q6N076]","6300"
"24739",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000176697","KEGG:04151","BDNF","","BDNF","","","627",,"","ASSOCIATED_GENE","false","627",,,"[A0A0E3SU01, P23560]","627"
"24740",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000071242","KEGG:04010","RPS6KA2","","RPS6KA2","","","6196",,"","ASSOCIATED_GENE","false","6196",,,"[B7Z3B5, Q15349, X5D337]","6196"
"24741",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000104856","KEGG:04010","RELB","","RELB","","","5971",,"","ASSOCIATED_GENE","false","5971",,,"[D6R992, Q01201]","5971"
"24742",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000130433","KEGG:05414","CACNG6","","CACNG6","","","59285",,"","ASSOCIATED_GENE","false","59285",,,"[A6NFR2, A6NP74, Q9BXT2]","59285"
"24743",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000113319","KEGG:04014","RASGRF2","","RASGRF2","","","5924",,"","ASSOCIATED_GENE","false","5924",,,"[O14827, Q68DX5]","5924"
"24744",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000058335","KEGG:04510","RASGRF1","","RASGRF1","","","5923",,"","ASSOCIATED_GENE","false","5923",,,"[A8K270, Q13972, Q8IUU5]","5923"
"24745",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000155903","KEGG:04014","RASA2","","RASA2","","","5922",,"","ASSOCIATED_GENE","false","5922",,,"[Q15283]","5922"
"24746",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000145715","KEGG:04360","RASA1","","RASA1","","","5921",,"","ASSOCIATED_GENE","false","5921",,,"[P20936, Q59GK3]","5921"
"24747",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000116473","KEGG:05211","RAP1A","","RAP1A","","","5906",,"","ASSOCIATED_GENE","false","5906",,,"[A8KAH9, P62834]","5906"
"24748",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000132155","KEGG:05211","RAF1","","RAF1","","","5894",,"","ASSOCIATED_GENE","false","5894",,,"[A0A0S2Z4L5, L7RRS6, P04049]","5894"
"24749",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000128340","KEGG:05200","RAC2","","RAC2","","","5880",,"","ASSOCIATED_GENE","false","5880",,,"[A0A024R1P2, P15153, V9H0H7]","5880"
"24750",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000136238","KEGG:05211","RAC1","","RAC1","","","5879",,"","ASSOCIATED_GENE","false","5879",,,"[A4D2P0, A4D2P1, P63000]","5879"
"24751",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000160551","KEGG:04010","TAOK1","","TAOK1","","","57551",,"","ASSOCIATED_GENE","false","57551",,,"[A0A024QZ70, Q7L7X3]","57551"
"24752",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000076984","KEGG:04926","MAP2K7","","MAP2K7","","","5609",,"","ASSOCIATED_GENE","false","5609",,,"[B4DV95, O14733]","5609"
"24753",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000108984","KEGG:04015","MAP2K6","","MAP2K6","","","5608",,"","ASSOCIATED_GENE","false","5608",,,"[A0A024R8K3, A8K3Y2, P52564]","5608"
"24754",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000137764","KEGG:04010","MAP2K5","","MAP2K5","","","5607",,"","ASSOCIATED_GENE","false","5607",,,"[A0A024R5X5, A0A024R5Y2, Q13163]","5607"
"24755",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000126934","KEGG:05211","MAP2K2","","MAP2K2","","","5605",,"","ASSOCIATED_GENE","false","5605",,,"[P36507]","5605"
"24756",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000109339","KEGG:05200","MAPK10","","MAPK10","","","5602",,"","ASSOCIATED_GENE","false","5602",,,"[A0A1P0B7D2, A0A286YEQ0, A0A286YEQ7, A0A286YES0, A0A286YF02, A0A286YF97, A0A286YFD7, A0A286YFN2, A8MWW6, D6RCB1, D6RJF9, I6L9F3, P53779, Q499Y8]","5602"
"24757",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000107643","KEGG:05200","MAPK8","","MAPK8","","","5599",,"","ASSOCIATED_GENE","false","5599",,,"[A1L4K2, P45983]","5599"
"24758",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000172380","KEGG:05200","GNG12","","GNG12","","","55970",,"","ASSOCIATED_GENE","false","55970",,,"[Q9UBI6]","55970"
"24759",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000157445","KEGG:05414","CACNA2D3","","CACNA2D3","","","55799",,"","ASSOCIATED_GENE","false","55799",,,"[Q8IZS8]","55799"
"24760",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000154229","KEGG:05206","PRKCA","","PRKCA","","","5578",,"","ASSOCIATED_GENE","false","5578",,,"[P17252, Q7Z727]","5578"
"24761",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000142875","KEGG:05414","PRKACB","","PRKACB","","","5567",,"","ASSOCIATED_GENE","false","5567",,,"[A0A087WVC4, B1APF9, B1APG3, B2RB89, B7ZA00, P22694]","5567"
"24762",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000221823","KEGG:04360","PPP3R1","","PPP3R1","","","5534",,"","ASSOCIATED_GENE","false","5534",,,"[P63098]","5534"
"24763",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000120910","KEGG:04360","PPP3CC","","PPP3CC","","","5533",,"","ASSOCIATED_GENE","false","5533",,,"[P48454]","5533"
"24764",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000138814","KEGG:04360","PPP3CA","","PPP3CA","","","5530",,"","ASSOCIATED_GENE","false","5530",,,"[A0A0S2Z4B5, A0A0S2Z4C6, Q08209]","5530"
"24765",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000116711","KEGG:04611","PLA2G4A","","PLA2G4A","","","5321",,"","ASSOCIATED_GENE","false","5321",,,"[B4DZI4, P47712]","5321"
"24766",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000087095","KEGG:04520","NLK","","NLK","","","51701",,"","ASSOCIATED_GENE","false","51701",,,"[A0A024QZ12, Q9UBE8]","51701"
"24767",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000113721","KEGG:05206","PDGFRB","","PDGFRB","","","5159",,"","ASSOCIATED_GENE","false","5159",,,"[P09619, Q59F04]","5159"
"24768",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000134853","KEGG:05206","PDGFRA","","PDGFRA","","","5156",,"","ASSOCIATED_GENE","false","5156",,,"[P16234]","5156"
"24769",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000198001","KEGG:04010","IRAK4","","IRAK4","","","51135",,"","ASSOCIATED_GENE","false","51135",,,"[B2RAP9, B4E359, Q69FE3, Q9NWZ3]","51135"
"24770",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000180370","KEGG:05211","PAK2","","PAK2","","","5062",,"","ASSOCIATED_GENE","false","5062",,,"[A8K5M4, Q13177]","5062"
"24771",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000149269","KEGG:05211","PAK1","","PAK1","","","5058",,"","ASSOCIATED_GENE","false","5058",,,"[A0A024R5P0, Q13153]","5058"
"24772",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000148053","KEGG:04151","NTRK2","","NTRK2","","","4915",,"","ASSOCIATED_GENE","false","4915",,,"[A0A024R230, Q16620, Q548C2, Q5VWE5]","4915"
"24773",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000185652","KEGG:04151","NTF3","","NTF3","","","4908",,"","ASSOCIATED_GENE","false","4908",,,"[P20783]","4908"
"24774",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000213281","KEGG:05211","NRAS","","NRAS","","","4893",,"","ASSOCIATED_GENE","false","4893",,,"[P01111, Q5U091]","4893"
"24775",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000077150","KEGG:05200","NFKB2","","NFKB2","","","4791",,"","ASSOCIATED_GENE","false","4791",,,"[Q00653]","4791"
"24776",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000196712","KEGG:04014","NF1","","NF1","","","4763",,"","ASSOCIATED_GENE","false","4763",,,"[P21359]","4763"
"24777",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000172936","KEGG:04010","MYD88","","MYD88","","","4615",,"","ASSOCIATED_GENE","false","4615",,,"[A0A0A0MS70, A0A0A0MSI9, A0A0A0MST0, Q99836]","4615"
"24778",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000049130","KEGG:05200","KITLG","","KITLG","","","4254",,"","ASSOCIATED_GENE","false","4254",,,"[A0A024RBC0, A0A024RBF5, P21583]","4254"
"24779",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000197442","KEGG:04010","MAP3K5","","MAP3K5","","","4217",,"","ASSOCIATED_GENE","false","4217",,,"[Q99683]","4217"
"24780",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000085511","KEGG:04010","MAP3K4","","MAP3K4","","","4216",,"","ASSOCIATED_GENE","false","4216",,,"[J3KNB8, Q9P1M2, Q9Y6R4]","4216"
"24781",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000198909","KEGG:04010","MAP3K3","","MAP3K3","","","4215",,"","ASSOCIATED_GENE","false","4215",,,"[J3KRN4, J3QRB6, Q96HN9, Q99759]","4215"
"24782",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000081189","KEGG:04010","MEF2C","","MEF2C","","","4208",,"","ASSOCIATED_GENE","false","4208",,,"[A0A024RAL6, A0A024RAL7, A0A0D9SFD0, A0A0D9SGI5, A0A0R4J2G5, D8L7E9, Q06413]","4208"
